대여소번호,대여소명,동,구,총거치대수,2020년_대여수,2019년_대여수
3311,서울대입구역 4번 출구,청룡동,관악구,12,0,0
3500,군자역2번출구,중곡1동,광진구,10,6151,12725
3501,광진구청 앞,자양1동,광진구,10,7758,16313
3502,중곡역 1번출구,중곡3동,광진구,15,2725,6233
3503,광진유진스웰,광장동,광진구,20,735,1788
3504,원일교회,자양3동,광진구,8,6102,13050
3505,신양초교앞 교차로,자양3동,광진구,12,3927,8749
3506,영동대교 북단,자양4동,광진구,10,3880,9642
3507,어린이회관,능동,광진구,39,3168,6363
3508,화양사거리,화양동,광진구,10,7696,17813
3509,세종사이버대학교,군자동,광진구,20,8521,21648
3510,중곡SK아파트앞,중곡4동,광진구,10,1883,4008
3516,구의아리수정수센터앞,구의2동,광진구,10,2954,6159
3517,용마사거리,중곡1동,광진구,10,5551,10803
3518,군자역 7번출구뒤,능동,광진구,8,10931,23537
3520,광진경찰서,구의1동,광진구,10,5942,14985
3521,현대홈타운 뒷길,광장동,광진구,10,1082,2223
3523,건국대학교 과학관(이과대) 앞,화양동,광진구,10,1837,9123
3524,세종대학교,군자동,광진구,15,508,3781
3528,광진정보도서관,광장동,광진구,8,2952,8333
3529,어린이대공원정문,군자동,광진구,15,3640,7664
3533,건대입구역 사거리(롯데백화점),자양3동,광진구,10,19459,43513
3534,건대입구역 5번출구 뒤,자양4동,광진구,12,9344,22691
3535,중곡사거리(국민은행),중곡4동,광진구,10,6131,12294
3536,중앙농협(자양동),자양1동,광진구,10,6364,13649
3537,아차산 휴먼시아 아파트 옆,구의2동,광진구,15,2065,4762
3541,커먼그라운드,자양4동,광진구,20,10405,25356
3542,래미안 구의파크 스위트,구의2동,광진구,17,4377,12217
500,어린이대공원역 3번출구 앞,화양동,광진구,10,8027,20976
501,광진구의회 앞,자양3동,광진구,30,5391,10359
502,뚝섬유원지역 1번출구 앞,자양3동,광진구,27,43880,70840
504,신자초교입구교차로,자양2동,광진구,9,7626,20053
505,자양사거리 광진아크로텔 앞,자양1동,광진구,10,12269,28714
515,광양중학교 앞,자양2동,광진구,10,3361,7317
516,광진메디칼 앞,군자동,광진구,10,3774,9194
539,군자교교차로,중곡1동,광진구,10,6086,10961
540,군자역 7번출구 베스트샵 앞,군자동,광진구,8,5532,14125
542,강변역 4번출구 뒤,구의3동,광진구,19,7015,13946
543,구의공원(테크노마트 앞),구의3동,광진구,20,4489,11330
544,광남중학교,광장동,광진구,20,4400,6403
546,잠실대교북단 교차로,자양1동,광진구,8,4813,11141
548,자양나들목,자양3동,광진구,20,7250,14885
549,아차산역 3번출구,구의2동,광진구,10,6947,13664
551,구의삼성쉐르빌 앞,구의3동,광진구,10,8121,17495
552,대림아크로리버 앞,구의3동,광진구,10,2373,5759
553,중곡 성원APT 앞,중곡3동,광진구,19,4391,6818
555,구의3동주민센터,구의3동,광진구,9,2700,6739
571,어린이대공원역6번출구,군자동,광진구,20,3803,10569
572,국립정신 건강센터 앞,중곡3동,광진구,20,1987,4022
573,구의문주차장 앞,능동,광진구,10,5177,11909
574,아차산역4번출구,능동,광진구,40,6990,14819
575,중앙농협 중곡지점,중곡4동,광진구,10,1164,2417
576,광나루역 3번 출구,광장동,광진구,10,5373,9904
577,광진청소년수련관,광장동,광진구,10,5330,12522
584,광진광장 교통섬,군자동,광진구,20,7358,17418
588,뚝섬 유원지역,자양3동,광진구,20,7525,12641
590,건국대학교 (입학정보관),화양동,광진구,20,7020,26120
591,건국대학교 (행정관),화양동,광진구,5,1044,6382
592,건국대학교 학생회관,화양동,광진구,30,3902,19112
593,자양중앙나들목,자양2동,광진구,5,6727,13393
3543,세종대학교(학술정보원),군자동,광진구,15,1409,6
3563,구의7단지현대아파트,구의3동,광진구,5,3,0
3564,나루마당,구의2동,광진구,20,12,0
3566,우성4차아파트,자양3동,광진구,10,116,0
3569,건대병원후문,화양동,광진구,10,282,0
3570,구의역 리버비스타 오피스텔,구의1동,광진구,10,218,0
3571,화양 APT(횡단보도 옆),화양동,광진구,15,190,0
3573,광나루안전체험관,능동,광진구,15,0,0
3575,자양사거리 (LG 유플러스),자양1동,광진구,6,228,0
3577,신자초교 입구 교차로(SC제일은행),자양3동,광진구,10,337,0
3578,중곡동 파크웨이빌딩,중곡2동,광진구,9,94,0
3579,광진 캠퍼스시티,화양동,광진구,20,213,0
3581,광진광장,군자동,광진구,15,88,0
3582,화양동 우체국,화양동,광진구,14,97,0
3586,군자역 비채온 오피스텔,군자동,광진구,8,118,0
1901,신도림동주민센터 앞,신도림동,구로구,10,3910,7912
1904,도림천역 1번 출구 앞,신도림동,구로구,10,5436,12039
1906,신도림역 1번 출구 앞,신도림동,구로구,20,17604,34714
1907,구일우성(아) 육교 밑,구로1동,구로구,12,2522,5032
1908,해원리바파크 육교 밑,구로1동,구로구,10,3852,8929
1910,낙원교회 맞은편,구로2동,구로구,5,421,2338
1911,구로디지털단지역 앞,구로3동,구로구,10,14526,29930
1912,한신휴아파트 앞,구로3동,구로구,10,4082,9598
1913,구로리공원,구로4동,구로구,10,2312,5066
1914,대림역4번출구,구로4동,구로구,10,4785,10852
1916,구로중학교앞,구로4동,구로구,10,1072,2987
1920,서울미래초등학교 사거리,구로5동,구로구,10,3818,9254
1924,삼부르네상스파크빌,가리봉동,구로구,10,1799,3822
1925,동양미래대학교 정문 옆,고척1동,구로구,20,10271,20321
1928,고척스카이돔구장 광장,고척1동,구로구,10,3171,7319
1929,고척근린공원 고척도서관 앞,고척2동,구로구,10,2149,5898
1930,개봉지구대 개봉치안센터,개봉1동,구로구,7,1628,2974
1931,개봉역(북측광장),개봉1동,구로구,10,4018,7813
1933,개봉푸르지오아파트 상가,개봉1동,구로구,10,3511,6314
1936,개봉역 1번 출구 자전거보관서쪽,개봉1동,구로구,10,2234,3043
1937,한진아파트 입구,개봉3동,구로구,15,2550,3929
1941,오류동역 2번출구,오류2동,구로구,10,3233,4979
1943,온수역 북측,수궁동,구로구,10,1319,2313
1946,구로역 광장,구로5동,구로구,10,4992,10317
1951,천왕이펜하우스 4단지 상가 앞,오류2동,구로구,20,1226,2673
1952,천왕연지타운2단지 앞,오류2동,구로구,15,4058,5723
1953,천왕역 4번출구 뒤,오류2동,구로구,20,2150,3649
1955,디지털입구 교차로,구로3동,구로구,10,6387,14857
1956,도야미리숯불갈비 앞,신도림동,구로구,10,2976,6322
1957,구일고등학교 정문,구로1동,구로구,15,3434,6975
1958,강서수도사업소민원센터,구로4동,구로구,10,3399,7071
1959,구로구의회 앞,구로5동,구로구,10,2467,6638
1960,화광신문사 앞,구로5동,구로구,10,5852,12460
1961,신도림테크노근린공원,구로5동,구로구,15,10767,23942
1962,가리봉동주민센터,구로3동,구로구,15,2853,6575
1964,원메디타운 앞,고척1동,구로구,10,2944,4890
1965,삼환로즈빌아파트 105동 옆,고척1동,구로구,15,2181,4523
1966,한마을아파트 정문상가,개봉1동,구로구,10,3388,6621
1967,참새공원(백곡경노당),개봉1동,구로구,10,805,1508
1968,동인오피스텔 건너편 소공원,개봉1동,구로구,12,1059,2181
1969,궁동생태공원,수궁동,구로구,10,584,932
1971,오정초교 앞 보도육교,오류2동,구로구,10,1087,1820
1973,오리로와 서해안도로 교차로 앞,오류2동,구로구,10,1182,1772
1974,신도림2차e편한세상아파트 203동 앞,신도림동,구로구,10,3010,5927
1975,대림역 1번 출입구 밑,구로4동,구로구,10,2953,7286
1976,남구로역 5번 출입구 앞,구로3동,구로구,10,1018,2998
1977,천왕역 1번 출입구 앞,오류2동,구로구,15,2477,5047
1979,구로1동우체국 앞,구로1동,구로구,10,612,1468
1981,천왕이펜하우스5단지 앞,오류2동,구로구,10,2033,3645
1983,구로동롯데아파트,구로5동,구로구,10,3422,7916
1984,구로구청,구로2동,구로구,10,3907,7043
1985,구로도서관,구로5동,구로구,20,7491,21498
1986,태평양물산빌딩,구로3동,구로구,15,5994,15599
1987,개봉아이파크아파트 앞,개봉2동,구로구,15,4385,6671
1988,고척LIGA아파트 앞,고척2동,구로구,20,5453,11032
1991,오류동역 맞은편,오류1동,구로구,10,3749,6602
1992,구로구배드민턴실내체육관 앞,오류2동,구로구,19,710,1106
1993,금강수목원아파트 앞,오류2동,구로구,10,1559,2058
1994,삼성전자 물류센터 앞,구로1동,구로구,10,2681,4775
1996,구일역 1번 출입구 앞,구로1동,구로구,20,6157,8782
1998,고척교 교차로,구로1동,구로구,8,4359,5845
1999,수궁동 성당 주변,수궁동,구로구,15,1108,1977
2000,신도림4차 e편한세상 아파트 1109동 앞,신도림동,구로구,15,4535,8875
2801,대륭포스트타워1차,구로3동,구로구,30,3925,5526
2804,항동지구 6단지 602동 앞,오류2동,구로구,20,33,0
2805,구로자원순환센터 ,오류2동,구로구,20,29,0
2806,항동지구 4단지 입구,오류2동,구로구,20,125,0
2807,항동지구 1단지 105동 앞,오류2동,구로구,20,147,0
2808,항동지구 2단지 202동 앞,오류2동,구로구,20,115,0
2809,항동지구 11단지 1103동 앞,오류2동,구로구,20,17,0
2810,항동지구 3단지 311동 앞,오류2동,구로구,20,22,0
2812,항동프라자,오류2동,구로구,18,139,0
2813,항동지구 3단지 302동 앞,오류2동,구로구,10,12,0
2814,항동지구 10단지 1001동 앞,오류2동,구로구,10,30,0
2815,항동지구 7단지 정문,오류2동,구로구,20,70,0
2816,항동지구 8단지 803동옆(주차장입구),오류2동,구로구,20,65,0
2817,천왕이펜하우5단지 앞,오류2동,구로구,15,89,0
2818,천왕이펜하우스3단지 앞,오류2동,구로구,20,61,0
2819,하늘숲초등학교 앞,오류2동,구로구,15,120,0
2820,신세기아파트 앞,개봉2동,구로구,20,91,0
2821,청구아파트 앞,고척1동,구로구,10,73,0
2822,제니스스포츠 앞,고척1동,구로구,20,13,0
2823,중앙유통단지 앞,구로1동,구로구,10,28,0
2824,미래사랑어린이공원 앞,신도림동,구로구,10,291,0
2825,초롱타운 앞,구로2동,구로구,10,104,0
2826,가마산지하보도 옆,구로2동,구로구,10,90,0
1804,독산역 2번출구 자전거주차장,가산동,금천구,10,4142,7227
1805,서울디지털운동장 앞,가산동,금천구,10,2586,4573
1806,에이스하이엔드타워9차 앞,가산동,금천구,10,2274,4246
1808,에이스하이엔드타워8차 앞,가산동,금천구,20,2455,4933
1809,LG전자 별관동(호서대 벤처타워 맞은편),가산동,금천구,10,1411,2753
1812,갑을그레이트밸리 앞,가산동,금천구,10,2066,3458
1814,두산위브아파트 옆 상가건물 앞,가산동,금천구,8,1878,5048
1816,금천폭포공원 앞,시흥3동,금천구,20,849,1682
1819,금천구청 앞 자전거거치대,시흥1동,금천구,10,2063,4294
1820,신한은행 시흥대로금융센터지점,독산3동,금천구,10,902,1509
1821,홈플러스 시흥점 맞은편 다비치안경 앞,시흥1동,금천구,10,2251,3712
1822,서울 시흥동우체국 앞,시흥1동,금천구,10,2669,4560
1823,상신정비공업 앞,시흥1동,금천구,20,1480,3490
1824,독산근린공원 입구,가산동,금천구,15,5953,8445
1825,한신아파트 앞 육교 아래,독산1동,금천구,10,1696,2640
1826,한신코아 앞,독산1동,금천구,20,2107,3846
1827,독산보도육교 앞 자전거 보관소,독산1동,금천구,20,10307,13273
1828,한양수자인아파트 앞,독산3동,금천구,10,1779,3664
1829,홈플러스 금천점 앞,독산1동,금천구,10,3202,6687
1830,빅마켓 금천점 앞,독산1동,금천구,15,2948,6897
1831,메이퀸웨딩컨벤션 앞,독산1동,금천구,10,1260,3182
1833,독산역 1번출구 앞 자전거보관소,가산동,금천구,10,3503,7652
1834,월드메르디앙 벤처센터 2차,가산동,금천구,15,5713,10345
1835,STX V타워,가산동,금천구,10,2362,4176
1836,금천구립 독산도서관,독산4동,금천구,7,48,1118
1839,수출의 다리 아래,가산동,금천구,20,3074,7006
1840,솔브레인이엔지 뒤편,가산동,금천구,20,1454,3599
1841,가산동 주민센터,가산동,금천구,10,2653,6644
1842,한울중학교,시흥4동,금천구,15,835,2693
1843,독산고등학교,독산3동,금천구,10,1399,3525
1845,롯데캐슬골드파크1차 서문,독산1동,금천구,15,1647,3604
1846,롯데캐슬골드파크1차 동문,독산1동,금천구,15,2795,7608
1847,독산주공 14단지 버스정류소,독산1동,금천구,10,940,1593
1848,벽산 디지털밸리 5차,가산동,금천구,10,2170,5280
1849,대륭포스트타워5차,가산동,금천구,10,1218,2433
1850,코오롱테크노밸리,가산동,금천구,10,1620,3676
1851,가산디지털단지 7번출구,가산동,금천구,10,5263,11262
1852,혜명양로원 담장 옆,시흥2동,금천구,10,1121,2178
1853,서울디자인직업전문학교 앞,독산1동,금천구,10,832,1869
1854,가산아네스트 오피스텔 앞,독산3동,금천구,10,1621,3544
1855,성지아파트 옆 도로변,시흥1동,금천구,10,400,667
1856,모두의학교,독산3동,금천구,10,1974,4430
1857,주공14단지,독산1동,금천구,15,980,1890
1858,석수역1번출구 앞 (SK주유소),시흥3동,금천구,10,1850,2057
1859,대륭테크노타운 18차,가산동,금천구,20,1642,3068
1861,IBK기업은행 석수역 지점 앞,시흥3동,금천구,10,106,0
1862,스타즈호텔독산 빌딩 앞,독산1동,금천구,30,351,0
1863,위너스 스포츠클럽 골프연습장옆,독산2동,금천구,14,138,0
1864,산호시티빌 옆,시흥1동,금천구,15,112,0
1865,금천구청앞(M빌딩),시흥3동,금천구,10,163,0
1866,서울안천초등학교 옆,독산1동,금천구,20,109,0
1867,대륭포스트타워6차 앞,가산동,금천구,20,772,0
1868,우리은행 시흥남자동화점 앞,시흥1동,금천구,15,162,0
1869,롯데캐슬골드파크3차 301동 앞,독산1동,금천구,15,276,0
1870,독산3동주민센터 앞,독산3동,금천구,8,239,0
1601,석계역 문화광장 내 자전거 보관소,월계1동,노원구,20,11218,19908
1602,광운대역 앞,월계1동,노원구,15,4211,8662
1603,롯데캐슬 102동 코너(월계주유소건너),월계1동,노원구,10,6288,8314
1605,헬스케어,월계3동,노원구,10,5535,9031
1606,태릉입구역 3번출구,공릉1동,노원구,10,3742,7554
1608,공릉역 1번 출구 앞,공릉1동,노원구,10,11833,24946
1610,화랑대역 2번출구 앞,공릉2동,노원구,20,7488,16233
1611,과기대 입구(우),공릉2동,노원구,20,8116,19504
1616,하계2동 공항버스정류장 옆,하계1동,노원구,10,9530,19171
1617,하계동 중평어린이공원 앞,하계2동,노원구,20,6576,10675
1619,중계동 하나프라자빌딩 앞(중1-1),중계1동,노원구,10,6707,9186
1620,중계동 노원구민체육센터 옆(중1-2),중계1동,노원구,10,4304,9706
1623,노원 구민회관,중계2·3동,노원구,20,8,15654
1625,상계역(4번출구),상계5동,노원구,20,12476,23762
1627,수락산역 4번출구,상계1동,노원구,13,0,708
1628,노일초등학교 앞,상계1동,노원구,10,3175,4969
1630,수연빌딩 앞,상계1동,노원구,10,3717,7557
1634,당고개공원 대여소,상계3·4동,노원구,15,4077,8068
1635,상계3.4동 주민센터 대여소,상계3·4동,노원구,11,1123,1929
1636,백병원 사거리 농협은행 앞,상계6·7동,노원구,10,8244,18809
1637,KT 노원점 건물 앞,상계2동,노원구,15,9213,19076
1639,희성오피앙,상계1동,노원구,10,3645,5413
1640,한내근린공원 북측,공릉1동,노원구,10,4847,7213
1641,한내근린공원 남측,공릉1동,노원구,15,2146,4008
1642,서울여대 남문,공릉2동,노원구,7,1855,5132
1643,태릉입구역 8번출구,공릉1동,노원구,10,6812,9533
1646,삼육대 입구,공릉2동,노원구,20,1919,2577
1650,중계근린공원내,중계2·3동,노원구,20,11391,15278
1651,맥도날드 상계점 앞,상계1동,노원구,20,3428,6215
1652,파르코 앞,상계1동,노원구,10,1755,2256
1653,노원역1번출구,상계2동,노원구,10,10553,22099
1654,당고개입구 오거리,상계3·4동,노원구,15,1087,3805
1655,공릉1단지아파트,공릉1동,노원구,15,8075,13884
1656,중앙하이츠 아파트 입구,상계2동,노원구,10,5538,13948
1657,노원구청,상계6·7동,노원구,20,3559,5819
1659,중계동 을지중학교,중계4동,노원구,10,3257,6311
1660,서울시립과학관,하계1동,노원구,8,1742,4074
1661,당현천근린공원,상계6·7동,노원구,10,3489,7326
1662,노원역7번출구,상계6·7동,노원구,15,4689,8875
1663,동해문화예술관앞,공릉1동,노원구,20,7872,19631
1664,노해근린공원내,중계1동,노원구,10,1562,2392
1665,양지근린공원앞,중계1동,노원구,10,2856,7097
1666,노원소방서인근,상계2동,노원구,10,4662,9258
1667,중계중학교,중계4동,노원구,10,4399,8384
1668,중계역 6번출구,중계2·3동,노원구,10,7498,15910
1669,중계역 3번출구,중계2·3동,노원구,9,5532,12246
1670,노원경찰서교차로,하계1동,노원구,15,4673,9183
1671,인덕대학교,월계2동,노원구,15,3564,8140
1672,상계동수락리버시티,상계1동,노원구,15,3053,5325
1673,노원역 5번출구,상계6·7동,노원구,16,9880,19689
1674,서울북부고용센터앞,상계6·7동,노원구,15,6250,11300
1675,월계문화체육센터,월계1동,노원구,14,325,1798
1677,육군사관학교 앞,공릉2동,노원구,10,3200,4822
1678,성서대학교 밀알관,상계6·7동,노원구,15,847,3777
1679,삼육대 도서관,공릉2동,노원구,15,800,2408
1680,삼육대 제3과학관,공릉2동,노원구,10,167,722
1681,현대6차 아파트,중계본동,노원구,12,2898,6795
1682,중계종합사회복지관 교차로,중계4동,노원구,13,2809,6212
1683,노원문화예술회관,중계본동,노원구,10,4315,8687
1684,태릉입구역 5번출구,공릉1동,노원구,20,7578,16026
1685,불암고등학교 앞 횡단보도,중계본동,노원구,8,2380,5484
1686,온수골사거리(스타벅스앞),상계10동,노원구,10,7146,12712
1688,마들역 7번출구,상계9동,노원구,9,5385,10758
1689,마들역 3번출구,상계9동,노원구,10,3761,7644
1690,도봉운전면허시험장,상계10동,노원구,10,3492,6324
1691,노원정보도서관,상계2동,노원구,10,2541,8828
1692,온곡초교 교차로,상계5동,노원구,10,4338,8789
1693,원자력 병원,공릉2동,노원구,15,1363,2509
1696,수락리버시티4단지,상계1동,노원구,10,279,0
1697,상계주공2단지 219동,상계6·7동,노원구,10,580,0
1700,상계보람아파트 202동 ,상계5동,노원구,15,398,0
2901,공릉동풍림아파트 101동,공릉1동,노원구,8,451,0
2902,공릉풍림아파트 108동,공릉1동,노원구,12,570,0
2903,월계초안아파트 1단지,월계2동,노원구,10,294,0
2904,중계3차청구아파트,중계1동,노원구,8,374,0
2905,중계주공6단지,중계본동,노원구,10,202,0
2907, 월계중학교,월계2동,노원구,25,223,0
2908, 광운대학교 중앙도서관,월계1동,노원구,20,377,0
2909, 석계역 3번 출구,창3동,노원구,10,274,0
2910,도깨비시장,공릉1동,노원구,10,829,0
2911,상계역중앙시장,상계5동,노원구,30,428,0
2912,대진고등학교,하계1동,노원구,20,785,0
2913,상계8동 주민센터,상계8동,노원구,15,862,0
2914,서울과학기술대학교(미래관),공릉2동,노원구,20,0,0
2915,서울과학기술대학교(어학교육원),공릉2동,노원구,20,445,0
2917,신창중학교 후문 맞은편 버스정류장,월계2동,노원구,10,411,0
2919,등나무 근린공원(시립북서울미술관 앞) ,중계2·3동,노원구,15,908,0
2920,상계중학교(당현2교사거리),상계2동,노원구,15,292,0
2921,중계역 2번출구,중계2·3동,노원구,10,489,0
1702,녹천역 1번출구 앞,창4동,도봉구,10,2395,5083
1703,도봉산광역환승센터앞,도봉1동,도봉구,15,2033,3114
1705,도봉구청 정문앞,방학1동,도봉구,8,4213,8423
1706,기업은행 앞,방학1동,도봉구,10,3762,7639
1707,도봉구민회관,창5동,도봉구,15,3639,8460
1708,보건소사거리(다비치안경창동점),창5동,도봉구,8,4922,9556
1709,쌍문역4번출구 주변,창1동,도봉구,15,5118,11028
1713,쌍문동 청소년 랜드,쌍문3동,도봉구,10,2850,5165
1714,도봉문화정보도서관 삼거리,창1동,도봉구,10,886,2176
1715,서울특별시교육청도봉도서관,쌍문1동,도봉구,20,3081,5891
1716,하나로마트 창동점,창4동,도봉구,10,6788,12041
1717,시립창동운동장 입구,창4동,도봉구,15,1184,2506
1719,신도봉사거리 버스정류장,도봉1동,도봉구,10,1806,3926
1720,도봉구청 옆(중랑천변),방학1동,도봉구,27,8484,10844
1721,창동역 2번출구,창5동,도봉구,12,8197,17743
1722,창동청소년수련관,창4동,도봉구,15,2891,6079
1723,방학동학마을도서관,방학3동,도봉구,10,3213,7047
1725,창1동주민센터,창5동,도봉구,10,1486,3164
1726,삼익세라믹아파트교차로,쌍문2동,도봉구,8,4339,8506
1727,서울도봉초등학교인근,도봉1동,도봉구,15,1181,2281
1728,서울북부지방법원,도봉2동,도봉구,15,1463,2470
1729,파리바게트앞,도봉2동,도봉구,10,3699,6636
1730,도봉산역 교차로 앞,도봉2동,도봉구,10,1068,1350
1731,도봉고등학교 맞은편,도봉1동,도봉구,15,985,1750
1732,우리은행 앞,방학1동,도봉구,10,2416,4000
1733,방학사거리 (봄마당 앞),방학1동,도봉구,12,4520,8596
1734,쌍문현대1차아파트 108동 앞,쌍문4동,도봉구,10,3602,7830
1735,"도봉역 1,2번 출구사이 건너편",도봉2동,도봉구,13,2259,4037
1736,버스정류장 앞,창5동,도봉구,12,1984,4872
1737,하나은행 (창동점),창3동,도봉구,8,5387,8437
1738,창동주공17단지 상가앞,창4동,도봉구,10,4728,9375
1741,제일강산수산입구,창2동,도봉구,15,7234,14112
1742,북한산 코오롱 하늘채,쌍문1동,도봉구,10,3008,7020
1743,창동19단지아파트 관리사무소앞,창4동,도봉구,10,182,0
1744,KT방학지사 앞,방학1동,도봉구,15,425,0
1746, 다이소방학점 앞,방학1동,도봉구,10,0,0
1748, 피자헛 앞(도봉병원 옆),방학1동,도봉구,7,98,0
1749, ESA아파트 상가 앞,방학1동,도봉구,10,254,0
1750, 창포원 남쪽 입구,도봉2동,도봉구,12,0,0
1751, 창원초등학교 교차로,창5동,도봉구,25,0,0
1752, 창동 주공 4단지 입구 옆,창5동,도봉구,10,167,0
1754, 창동시장입구 사거리,쌍문4동,도봉구,10,139,0
1756,서울북부광역등기국,창5동,도봉구,10,73,0
1757,솔밭공원역 1번출구 앞,쌍문1동,도봉구,10,109,0
1758,북서울교회 버스정류소 앞,쌍문1동,도봉구,10,143,0
1759,서울북부지방법원 앞,도봉2동,도봉구,10,100,0
1761,방학중학교 앞,방학2동,도봉구,10,140,0
1762,북한산 한신휴플러스APT앞,창5동,도봉구,30,1,0
1765,쌍문역 1번 출구(양산부인과 빌딩),창1동,도봉구,10,125,0
1767,태양중앙교회 앞,방학2동,도봉구,10,0,0
1768,신동아타워 버스정류소,방학3동,도봉구,8,180,0
1770,강북성복교회 주변,방학1동,도봉구,8,328,0
1771,성원APT버스정류소,쌍문4동,도봉구,15,225,0
1772,시립도봉노인복지관 버스정류소,쌍문2동,도봉구,10,130,0
1774,반석교회(쌍문동),쌍문2동,도봉구,8,46,0
1775,신원리베르텔 앞,창1동,도봉구,15,136,0
600,휘경2동 주민센터,휘경2동,동대문구,13,749,1161
601,용신동주민센터,용신동,동대문구,10,2434,5295
602,장안동 사거리,장안1동,동대문구,10,11230,22435
604,답십리초등학교 옆 공원,답십리1동,동대문구,15,2539,5317
605,신설동역8번출구,용신동,동대문구,8,3172,7712
606,휘경공고앞,휘경2동,동대문구,14,2973,4682
607,신이문역 2번출구,이문2동,동대문구,10,3399,5518
608,전농삼성아파트,전농2동,동대문구,10,794,2101
609,제기2교,제기동,동대문구,20,6236,12801
610,동대문중 교차로,답십리1동,동대문구,10,2399,4703
612,시립동부병원 앞 사거리,용신동,동대문구,20,5309,11269
613,신설동역 10번출구 앞,용신동,동대문구,10,5434,12939
614,용두동 사거리,용신동,동대문구,20,5496,13976
615,용두동 래미안허브리츠아파트 앞,용신동,동대문구,20,4019,7173
616,서울시립대 앞,전농2동,동대문구,20,928,2927
617,청솔우성아파트 앞,답십리2동,동대문구,20,3494,6799
621,동대문중학교 옆,장안2동,동대문구,13,1103,2747
622,전농사거리 교통섬,전농2동,동대문구,15,4346,8802
623,서울시립대 정문 앞,전농2동,동대문구,20,5017,17043
624,전농동 동아아파트 앞,전농1동,동대문구,10,4822,9809
625,답십리초등학교 앞(현대시장 옆),답십리2동,동대문구,14,5455,11104
626,군자교 서측 녹지대,장안1동,동대문구,10,4246,7195
627,장안동삼거리 교통섬,장안2동,동대문구,10,5650,9910
628,휘봉고등학교 앞,휘경2동,동대문구,15,1655,2996
630,동대문구 보건소,용신동,동대문구,15,5064,11701
631,답십리역 1번출구,답십리1동,동대문구,15,6936,15998
633,청량리 기업은행 앞,청량리동,동대문구,8,6016,12833
634,외국어대 정문 앞,이문1동,동대문구,20,8249,19271
635,시조사 앞 (청량고정문 옆),회기동,동대문구,12,5141,12309
636,세종대왕기념관 교차로,청량리동,동대문구,9,2278,5452
637,KAIST 경영대학 앞,청량리동,동대문구,10,3370,7941
638,서울시립대 정보기술관,전농2동,동대문구,20,1300,6196
639,서울시립대 후문,전농2동,동대문구,14,2525,10388
640,KEB하나은행 청량리역지점,청량리동,동대문구,6,2305,5137
641,용두역 4번출구,용신동,동대문구,10,6653,12763
643,동대문구민체육센터 (육교아래),장안1동,동대문구,10,5205,8009
646,장한평역 1번출구 (국민은행앞),장안1동,동대문구,10,9961,18667
647,신이문역 1번출구,이문2동,동대문구,10,2983,5401
648,장안동위더스빌옆,장안1동,동대문구,15,7203,14499
650,중랑교사거리,휘경1동,동대문구,20,9458,16798
652,답십리 래미안엘파인아파트 입구,전농2동,동대문구,20,1715,3072
654,전농동 텃골공원,전농1동,동대문구,10,1739,4278
656,영휘원 교차로,청량리동,동대문구,10,2651,4449
657,동대문롯데캐슬아파트 앞,전농1동,동대문구,13,3479,7419
658,촬영소 사거리,답십리2동,동대문구,10,3148,6401
659,제기역1번출구,용신동,동대문구,15,5350,10541
660,동의보감타워,용신동,동대문구,10,4161,10827
661,경희대학교 청운관,회기동,동대문구,10,3310,9137
663,외대앞역 4번출구,휘경1동,동대문구,10,5376,10121
664,서울시립대 대학본부,전농2동,동대문구,10,1033,377
665,이문동 쌍용아파트 정문,이문1동,동대문구,11,433,0
666,이문대성유니드아파트 앞,이문2동,동대문구,20,80,0
667,청량차도 육교 밑,청량리동,동대문구,7,139,0
668,서울축산농협(장안지점),장안1동,동대문구,10,996,0
669,청계신한신휴플러스앞 삼거리,답십리1동,동대문구,10,434,0
670,삼육서울병원 버스정류장,휘경2동,동대문구,9,1119,0
671,대광빌딩,용신동,동대문구,15,81,0
672,대광고등학교,용신동,동대문구,17,124,0
673,안암골벽산아파트(후문),제기동,동대문구,10,365,0
674,고대앞사거리 교통섬,제기동,동대문구,15,447,0
675,성복교회 앞 (장평교 아래),장안2동,동대문구,10,587,0
676,FITI시험연구원 앞,제기동,동대문구,9,203,0
677,청량리역 4번 5번출구 사이,전농1동,동대문구,20,451,0
678,장안힐스테이트(아) 앞,장안2동,동대문구,15,434,0
679,전농SK아파트 앞,전농2동,동대문구,10,152,0
680,꿈마루어린이도서관 앞,이문1동,동대문구,15,567,0
681,서울특별시 동부교육지원청(육교),전농2동,동대문구,15,52,0
2002,노들역 1번출구,노량진1동,동작구,20,15688,26496
2003,사육신공원앞,노량진1동,동작구,10,5764,10108
2007,유한양행앞,대방동,동작구,20,4626,9743
2008,노량진근린공원 대방공원,대방동,동작구,10,1338,3126
2009,보라매역 8번출구,대방동,동작구,10,2538,6674
2012,녹십초요양병원앞,신대방1동,동작구,10,1688,3995
2013,장승배기역 5번출구,상도2동,동작구,30,6160,14641
2015,신대방삼거리역 6번출구쪽,대방동,동작구,10,5973,13416
2016,신대방삼거리역 3번출구쪽,대방동,동작구,10,5012,10755
2020,장승배기역2번출구뒷편쪽,상도2동,동작구,10,2463,4836
2024,상도역 1번출구,상도1동,동작구,10,3692,8575
2025,흑석역 1번출구,흑석동,동작구,15,11884,19141
2026,흑석역 4번출구,흑석동,동작구,10,1765,3345
2027,중앙대학교 정문,흑석동,동작구,15,2424,5845
