대여소번호,대여소명,동,구,총거치대수,2020년_대여수,2019년_대여수
1414,사가정역 1번출구,면목3·8동,중랑구,10,6832,13197
1416,상봉역 3번출구,상봉2동,중랑구,10,3013,6011
1418,새솔초등학교,신내1동,중랑구,15,1610,3318
1420,신내어울공원 앞,신내1동,중랑구,15,2249,3901
1421,신내역 4번출구,묵1동,중랑구,20,948,2385
1422,신내우디안아파트 1단지,신내1동,중랑구,10,798,1976
1424,양원역 2번출구,망우본동,중랑구,10,476,1339
1425,용마문화복지센터,면목3·8동,중랑구,10,1733,4098
1426,면목도시개발아파트 1동 앞,면목4동,중랑구,15,1141,2331
1427,용마산역 1번출구,면목4동,중랑구,10,954,2193
1428,원묵고등학교,묵1동,중랑구,10,1758,6407
1429,장안중학교,묵1동,중랑구,15,2076,5409
1430,중랑구청,신내2동,중랑구,20,3391,7520
1431,중랑구청 사거리,신내2동,중랑구,10,5373,10075
1433,중화역 2번출구,중화2동,중랑구,10,6818,12533
1434,홈플러스 면목동점,면목5동,중랑구,15,3227,5494
1435,능산삼거리,신내2동,중랑구,15,843,1740
1436,영풍마드레빌,신내2동,중랑구,15,1911,3614
1437,늘푸른공원 앞,면목5동,중랑구,15,1149,3477
1438,홈플러스 신내점 앞,신내2동,중랑구,15,5322,10116
1440,하나은행 면목지점,면목5동,중랑구,10,3343,6028
1441,신내능말공원,신내1동,중랑구,15,2238,5600
1442,(구)신한은행 중랑교지점,중화2동,중랑구,8,4119,7560
1443,구립망우청소년독서실,망우본동,중랑구,10,1150,2546
1444,면목4치안센터,면목4동,중랑구,10,3270,5284
1445,용마지구대,면목4동,중랑구,10,944,1541
1446,중랑전화국 교차로,면목4동,중랑구,10,4084,9290
1447,면목역 3번출구,면목4동,중랑구,15,5680,12260
1448,코스트코 상봉점,상봉1동,중랑구,15,6040,14102
1449,상봉역 1번출구,상봉1동,중랑구,15,6121,12848
1450,화랑대역 7번출구,공릉2동,중랑구,10,4134,6432
1451,중랑세무서,상봉2동,중랑구,10,7335,12337
1452,겸재교 진입부,면목2동,중랑구,15,7001,9939
1453,중랑캠핑숲,망우본동,중랑구,9,831,1402
1454,한국전력공사(동대문 중랑지사),묵1동,중랑구,10,3877,6560
1455,상봉역 2번 출구,상봉1동,중랑구,10,4563,10196
1456,상아빌딩(우림시장 교차로),망우3동,중랑구,10,2773,5709
1457,동원사거리,면목본동,중랑구,10,2295,4482
1458,상봉터미널2,망우본동,중랑구,9,4945,10403
1459,용마한신아파트사거리,면목7동,중랑구,10,1264,2677
1461,동양엔파트 앞,중화2동,중랑구,12,144,0
1462,동부시장 북문 앞,상봉2동,중랑구,9,79,0
1463,중랑구민회관,면목4동,중랑구,10,7,0
1464,중화역 4번출구,중화2동,중랑구,15,40,0
1465,중랑공영차고지 옆,신내1동,중랑구,15,87,0
1466,두산대림아파트 삼거리,묵1동,중랑구,10,48,0
1467,sk신내 주유소앞(용마산로),신내1동,중랑구,10,11,0
1468,먹골역 7번 출구,묵2동,중랑구,10,213,0
1469,먹골역 4번출구,묵1동,중랑구,20,2,0
1470,중화동 우리은행 앞,중화2동,중랑구,20,72,0
1472,영성빌딩(PAT),중화1동,중랑구,8,105,0
1473,중랑역 1번 출구(중화문화복지센터),중화2동,중랑구,10,39,0
1474,서울중랑우체국,상봉1동,중랑구,10,0,0
1477,면목삼익아파트 앞,면목4동,중랑구,15,42,0
1478,홈플러스 상봉점 앞,상봉1동,중랑구,10,156,0
1479,면목 홈플러스 2 ,면목5동,중랑구,10,69,0
1480, 용마지구대 옆,면목5동,중랑구,15,104,0
642,신답역 사거리,답십리1동,동대문구,9,3209,9945
2549,LH 서초 4단지 403동,양재1동,서초구,10,0,0
2658,가락몰 업무동,가락1동,송파구,10,0,0
2744,강서세무서앞,가양1동,강서구,20,0,0
869,노들섬 동측 앞,이촌1동,용산구,10,359,0
870,노들섬 서측 앞,이촌2동,용산구,10,1376,0
2743,동신아파트 104동 앞,가양1동,강서구,11,0,0
793,목동5단지아파트 534동,목5동,양천구,15,55,0
797,목동아파트 1422동 1434동 사잇길,신정6동,양천구,10,0,0
796,목동아파트 14단지 B상가 앞,신정6동,양천구,10,0,0
2548,반포1동 자율방범초소 옆,반포1동,서초구,10,0,0
1571,북서울 꿈의숲 입구,번3동,강북구,20,0,0
3600,사근빗물펌프장 건너편,행당1동,성동구,8,0,0
3013,서울지방고용노동청 앞,명동,중구,10,0,0
2659,서울친환경유통센터,가락1동,송파구,10,0,0
3588,세종대학교(영실관),군자동,광진구,10,0,0
1574,송중초등학교 옆,송중동,강북구,8,0,0
2746,수명산파크4단지411동 앞,발산1동,강서구,10,0,0
2745,수명초등학교,발산1동,강서구,9,0,0
2550,양재동 꽃시장 건너편,양재2동,서초구,10,0,0
795,양천 해누리타운,신정6동,양천구,10,0,0
794,양천문화회관,신정6동,양천구,10,0,0
3587,우성식품 앞,구의3동,광진구,15,0,0
1572,우이산 입구,우이동,강북구,20,0,0
2547,포드서초서비스센터앞,잠원동,서초구,10,0,0
1573,현대성우아파트 옆,송천동,강북구,10,0,0
1268,몽촌토성역 1번출구 옆,오륜동,송파구,15,11444,24080
1267,올림픽공원 남2문 앞,오륜동,송파구,15,3872,10332
